"Article_ID";"Date";"Title";"Subject";"Topic.Code"
44062;"5-Nov-96";"POLITICS: THE REPUBLICAN; HOARSE BUT GRITTY CANDIDATES WIND UP THEIR 'LAST' CAMPAIGNS -- DOLE IS TENACIOUS";"end of the presidential campaign";20
44074;"6-Nov-96";"An Election Day For 2d Thoughts";"exit polling from the presidential election";20
44085;"7-Nov-96";"THE 1996 ELECTIONS: THE REGION -- THE VOTERS; Fear of G.O.P. Cuts Emerges In Clinton's Northeast Sweep";"clinton wins big in the northeast";20
44097;"8-Nov-96";"New York Official Seeks to Overhaul Special Education";"special education overhaul in NY";6
44108;"9-Nov-96";"AFTER THE ELECTION: NEWS ANALYSIS; A Grin, but Nary a Gloat";"clinton gives a post-election news conference";20
44120;"11-Nov-96";"MADRID JOURNAL; Franco's Foes Return, With Wheelchairs and Memories";"franco opponents in spain";19
44131;"12-Nov-96";"A Short Autumn for the Midwest";"weather in the midwest";26
44142;"13-Nov-96";"Two Airliners Collide in Midair, Killing All 351 Aboard in India";"plane crash in india";19
44154;"14-Nov-96";"No Rise Found In Death Rates After Gulf War";"gulf war syndrome study";16
44166;"16-Nov-96";"U.S. Is Reassessing Need for Zaire Force";"US reconsidering force for zaire";16
44177;"17-Nov-96";"Once Again, the Hoffa Name Rouses the Teamsters' Union";"teamsters union";5
44188;"18-Nov-96";"OPPOSITION LOOMS FOR WELFARE BILL OFFERED BY PATAKI";"NY welfare reform";13
44199;"20-Nov-96";"U.S. to Settle for $4.8 Million In Suits on Radiation Testing";"radiation testing lawsuits";16
44211;"21-Nov-96";"G.O.P. Leader Tries to Replace Ethics Panelists";"GOP ethics committee";20
44221;"22-Nov-96";"On Eve of African Relief Talks, Aid Donors Argue Over Numbers";"rwandan refugee crisis";19
44232;"23-Nov-96";"Testifying at His Civil Trial, Simpson Says He Is Innocent";"OJ simpson civil trial";12
44244;"25-Nov-96";"Broken Bars on Drawbridge Are Blamed in Amtrak Crash";"amtrak train derails";10
44256;"26-Nov-96";"100,000 Serbs Take to Streets Against Milosevic";"anti-milosevic protest";19
44264;"27-Nov-96";"A Former Stronghold Turns Against President of Serbia";"serbian president problems";19
44277;"28-Nov-96";"Ex-Prosecutor Was Cavalier In Disregard for Trail He Left";"fugitive former prosecutor caught";12
44289;"29-Nov-96";"Zaire Rebel Approves Food Drop But Rejects Western Military Role";"canada to drop food for rwanda refugees";19
44300;"1-Dec-96";"Don't Show This to the Giuliani Children";"NYC mayor buys christmas presents";24
44313;"2-Dec-96";"Bleak Serbian Mining Region May Decide Milosevic's Fate";"serbian protests against milosevic";19
44323;"3-Dec-96";"For Bravery Above and Beyond the Pull of Gravity";"astronaut gets a medal";17
44335;"4-Dec-96";"Justices Weigh Rights of States In Gun Control";"gun control rules";12
44345;"5-Dec-96";"Altered Economics In Connecticut Lead To A-Plant Closing";"nuclear plant closing in connecticut";8
44357;"6-Dec-96";"SERB CHIEF SHOWS SIGNS OF YIELDING ON ELECTION ISSUE";"serbian elections";19
44368;"8-Dec-96";"Poor Teachers Get Coaching, Not Dismissal";"helping bad teachers";6
44379;"9-Dec-96";"A Poet's Road Trip Along Main Street, U.S.A.";"US poet laureate";28
44391;"10-Dec-96";"Student Foes of Belgrade Leader Embrace Fierce Serb Nationalism";"serbian nationalism";19
44402;"11-Dec-96";"2 MAJOR HOSPITALS FORM CORPORATION";"2 hospitals form a corporation";3
44413;"13-Dec-96";"A Counsel's History";"white house official in charge of whitewater issues charged";20
44425;"14-Dec-96";"THE SECOND TERM: THE OVERVIEW; Clinton Fills Top Posts, Keeping Reno";"clinton nominations";20
44435;"15-Dec-96";"Serbia Tries to Buy Social Peace With Back Pay";"serbian pensions";19
44447;"16-Dec-96";"Silver's Push Right Has Liberal Troops Pushing Right Back";"NY legislature happenings";24
44458;"17-Dec-96";"Union to Start H.M.O.";"union starts its own HMO";5
44469;"18-Dec-96";"A Weary Zaire Welcomes Mobutu Home";"zaire president returns home";19
44480;"20-Dec-96";"New York Crime Rate Plummets To Levels Not Seen in 30 Years";"crime rate in NYC";12
44491;"21-Dec-96";"GLOBAL AGREEMENT REACHED TO WIDEN LAW ON COPYRIGHT";"global agreement on copyright";15
44503;"22-Dec-96";"On Mars, Life's Getting Tougher (If Not Impossible)";"research on mars";17
44514;"23-Dec-96";"Peru's Rebel Leader: An Able Talker and Terrorist";"peru rebel leader";19
44525;"24-Dec-96";"T.W.A. Plans Cuts; Job Losses Possible";"TWA woes";10
44536;"25-Dec-96";"Middle Ground on Ethics";"gingrich ethics case";20
44549;"27-Dec-96";"Market Place; Some Worries About the Rush Into Mutual Funds";"mutual funds";15
44561;"28-Dec-96";"No School Figures Here";"ice skating";29
44572;"29-Dec-96";"Clashes in South Korea as a Strike Spreads";"strike in south korea";19
44583;"31-Dec-96";"China Rushes Cases Against Dissidents Before Shifts in Law";"china cracking down on dissidents";19
39087;"1-Jan-97";"A Sugar Bowl Lacking a Certain Sweetness";"UF vs Florida State in Sugar Bowl";29
39097;"3-Jan-97";"Today's Art Pages And TV News";"Local art";28
39107;"3-Jan-97";"British Tycoon Woos Right, Waving Stop Sign at Europe";"British elections for prime minister";19
39117;"5-Jan-97";"Still Missing: Arafat's Nod";"More peace talks between Israel and Palestine";19
39127;"6-Jan-97";"Gingrich to Take Over Defense Of Retaining His Speaker's Job";"Speaker of House to keep his job";20
39137;"7-Jan-97";"Gingrich Makes Appeal to Party; Moderate Urges Him to Step Down";"More on Speaker of the House Scandal";20
39147;"9-Jan-97";"City of Immigrants Becoming More So in 90's";"Lots of immigrants in NYC";5
39157;"10-Jan-97";"Gingrich Is Heard Urging Tactics in Ethics Case";"More on Speaker of the House controversy";20
39167;"11-Jan-97";"Winning N.F.L. Team Gives Jacksonville a Sense of Itself";"Jacksonville Jaguars successful in playoffs in only its second year";29
39177;"12-Jan-97";"Setting a Tone for the Next Term";"President Clinton meets with new Cabinet officers and departing ones at Blair House";20
39187;"14-Jan-97";"Citing Its Side Effects, F.D.A. Weighs Ban on Allergy Drug";"F.D.A. bans allergy drug Seldane, because of rare but potentially deadly side effects";3
39197;"15-Jan-97";"THE GIULIANI AGENDA: THE PLAN;";"Mayor Rudolph W. Giuliani proposes building of a tunnel beneath NY harbor to carry rail freight efficiently between the water-fringed city and the rest of the country";10
39207;"16-Jan-97";"MIDEAST ACCORD: THE OVERVIEW;";"Prime Minister Benjamin Netanyahu's coalition Cabinet endorsed the Hebron agreement early today by a vote of 11 to 7; officials said Israeli troops could now conclude the long-overdue withdrawal from most of the West Bank city by late Friday";19
39217;"17-Jan-97";"COUNSEL REPORTED TO ASK STIFF FINE IN GINGRICH CASE";"Gingrich now to be fined for his breach in ethics";20
39227;"18-Jan-97";"Wintry Air Blows Into New York And Makes Everyone Take Notice";"New Yorkers finally take notice of bitter winter cold";26
39237;"19-Jan-97";"HOPE VS. HYPE -- A special report.;";"Possible promise for victims of AIDS in the future";3
39247;"21-Jan-97";"THE INAGURATION: NEWS ANALYSIS;";"Clinton finally inaugurated again";20
39257;"23-Jan-97";"NEW THIS WEEK;";"NYC adds more jobs than all the suburbs combined for the bulk of the region's job growth";5
39267;"24-Jan-97";"U.N. Chief Welcomed in Washington";"U.N. Chief Welcomed in Washington";19
39277;"25-Jan-97";"CLINTON TO BATTLE FOODBORNE ILLNESS";"CLINTON TO BATTLE FOODBORNE ILLNESS";4
39287;"26-Jan-97";"Town Is Weighing A Shrine to the 60's At Woodstock Site";"Town Is Weighing A Shrine to the 60's At Woodstock Site";28
39297;"27-Jan-97";"Green Bay Recaptures The Glories Of Its Past";"Green Bay Packers win superbowl";29
39307;"28-Jan-97";"Atlantic City Casino Industry Is Facing a Chancier Future";"Future investment in Atlantic City doesn't look as profitable as it did in the past";15
39317;"30-Jan-97";"Blows From Nafta Batter the Caribbean Economy";"Blows From NAFTA Batter the Caribbean Economy";19
39327;"31-Jan-97";"Computers Clogged, I.R.S. Seeks to Hire Outside Processors";"After failing to develop modern computer systems, IRS seeks help to get things back on track";17
39337;"1-Feb-97";"Simpson Juror Is Dismissed; Deliberations to Start Anew";"OJ Simpson Trial; women dismissed for not saying that daughter worked for the prosecutors";12
39347;"3-Feb-97";"Thinking Small Paying Off Big In Gene Quest";"Decoding human genes; microbes; DNA";3
39357;"4-Feb-97";"3 NATIONS AGREE ON FREEZING GOLD LOOTED BY NAZIS";"U.S., Britain and France agree to freeze gold looted by Nazi's; Possible creation of a Holocaust victim fund";19
39367;"5-Feb-97";"THE SECOND TERM: THE OVERVIEW;";"State of the Union Adress; Plans for Second Term";20
39377;"6-Feb-97";"THE SIMPSON VERDICT: THE REACTION;";"OJ Simpson Trial; Verdict surprises public";12
39387;"8-Feb-97";"As Rebels Gain in Zaire, Army Morale Is Declining";"Zaire; rebels gaining ground";19
39397;"9-Feb-97";"To Propose Or Dispose?";"Valentine's Day";28
39407;"11-Feb-97";"In Reversal, Army Suspends Sergeant In Sex-Assault Case";"Army suspended highest-ranking soldier for sexual assault investigation";16
39417;"12-Feb-97";"Clinton and Republican Leaders Agree on Five Goals";"Clinton and Congressional leaders agree on a 5-item list of issues";20
39424;"13-Feb-97";"Embarrassed, Giuliani Promises Changes at a Shelter for Women";"Giuliani embarrassed by the sexual misconduct at the battered women's shelter; investigation";12
39437;"14-Feb-97";"Stocks Race Past New Milestone As Dow Breaks 7,000 Barrier";"Stock market recovering; Dow Jones increases";15
39447;"15-Feb-97";"DISPUTE AT AMERICAN AIRLINES: THE OVERVIEW;";"American Airlines Strike; Clinton intervenes with emergency powers";10
39457;"17-Feb-97";"KOREAN SHOOTING IS CASTING CLOUD ON SIGNS OF THAW";"South Korea on terrorism alert; 2 men attempt to assasinate North Korean defector; Increase in Cold War Tension";19
39467;"18-Feb-97";"U.S. to Pay New York Hospitals Not to Train Doctors, Easing Glut";"Federal government to pay New York hospitals not to train physicians";3
39477;"19-Feb-97";"President Turns New York Visit Into Big Money";"Clinton goes to New York to raise over $1 million for Democratic Senate candidates";20
39487;"21-Feb-97";"CHINA AFTER DENG: THE OVERVIEW;";"Simple funeral planned for Deng Xiaoping";19
39497;"22-Feb-97";"TV Ratings System Receiving Little Use";"Rating TV shows; parents say single rating not effective";17
39507;"24-Feb-97";"HOUSING PROJECTS IN NEW YORK CITY FACE BIG CHANGES";"New York Housing Authority; lack of federal aid forces them to change the way they operate";14
39517;"25-Feb-97";"Business and Ethics Of Livestock Cloning";"Ethics of Cloning; Effects on Stock Market";4
39527;"26-Feb-97";"RAMPAGE AT THE EMPIRE STATE BUILDING: OVERVIEW;";"Shootings at the Empire State Building; Anti-Isreal sentiments and motives of the gunman";12
39537;"28-Feb-97";"On Bosnia's Ethnic Fault Lines, It's Still Tense, but World Is Silent";"Ethnic Conflict in Bosnia; Croations; Muslims; international peacekeeping";19
39547;"1-Mar-97";"Japan's Road to Deep Deficit Is Paved With Public Works";"Poorly planned public works projects lead to defecit in Japan";19
39557;"2-Mar-97";"CHINA FACES TEST OF RESOLVE TO JOIN GLOBAL ECONOMY";"After death of Deng Xiaoping, China makes plans to open its economy to the world; China meets with American and European officials at the World Trade Organization";19
39567;"3-Mar-97";"Gore's Fund-Raising Casts a Political Shadow";"Gore's meeting with Asian-American business owners in 1993 fosters future donor relations for the Democratic Party";20
39577;"5-Mar-97";"Christian Rebels Wage a War of Terror in Uganda";"Lord's Resistance Army in Uganda causes terror";19
39587;"6-Mar-97";"AIDE TO FIRST LADY WAS GIVEN CHECK AT WHITE HOUSE";"Democratic Party campaign fundraising";20
39597;"7-Mar-97";"ITT Sells Cablevision Control Over Madison Square Garden";"Cablevision Systems acquires half of Madison Square Garden in deal with ITT";17
39607;"8-Mar-97";"THE SECOND TERM: THE NOMINEE;";"Anthony Lake; CIA appointment";20
39617;"10-Mar-97";"Campaign Finance Complicates China Policy";"China connection to campaign finance scandal";20
39627;"11-Mar-97";"WARNING ON CHINA NEVER GOT TO HIM, CLINTON CONTENDS";"Clinton claims he was not informed of China's contribution to Congressional Campaigns";20
39637;"12-Mar-97";"MONEY AND POLITICS: THE INVESTIGATION;";"Senate approves broad investigation into Congressional campaign fundsraising; inquiry to includes ""illegal and improper activities""";20
39647;"13-Mar-97";"DOCTORS AND DEATH: A special report.;";"Physician Assisted Deaths";3
39657;"15-Mar-97";"Albania Chief's Associates Flee; Gunfire Halts Evacuation by U.S.";"Collapse of Government in Albania";19
39667;"16-Mar-97";"Under Attack, Clinton Gets No Cover From Party";"Democratic Campaign Finance Inquiry";20
39677;"18-Mar-97";"New U.N. Chief Proposes Plans To Slash Waste";"Secretary General Kofi Annan works to improve United Nations";19
39687;"19-Mar-97";"Easing Crisis, China Lets North Korea Defector Go";"North Korean political defector, former Kim Jong Il advisor, released to Philippines from China";19
39697;"20-Mar-97";"Mexican Drugs: A Semi-Censure Reported Near";"US decides to criticize Mexican anti-drug efforts while still allowing certification as ally in the war on drugs";12
39707;"21-Mar-97";"Trade Gap Grows, Complicating Visit By Gore to Beijing";"US trade deficit increase, especially with China, changes conditions of Gore's visit to Beijing";18
39717;"23-Mar-97";"The Best and the Youngest";"Lipinski becomes youngest to win figure skating championship";29
39727;"24-Mar-97";"Tobacco Deal Would Restrict Plaintiff Claims";"law suit with tobacco company";3
39737;"25-Mar-97";"In His 'Safe' Station, Subway Clerk, 60, Is Killed";"subway clerk murdered";12
39747;"26-Mar-97";"Senators Hope Their Road Show Revives Campaign Financing Bill";"Congress's campaign finance reform bill";20
39757;"28-Mar-97";"Dr. King's Son Tells Ray, 'I Believe You'";"Dr King's son visits accused murderer, grants forgiveness";2
39767;"30-Mar-97";"DEATH IN A CULT: THE VICTIMS;";"cult's group suicide";12
39777;"31-Mar-97";"ARAFAT'S POLICE KEEP A TIGHT GRIP ON ARAB PROTESTS";"police control of riots in Palestine";19
39787;"1-Apr-97";"Welfare Recipients Taking Jobs Often Held by the Working Poor";"welfare recipients taking jobs from working poor";13
39797;"2-Apr-97";"A GAY BAN BACKED BY PRESBYTERIANS";"presbyterians back a ban on ordaining gays";2
39807;"3-Apr-97";"153 Hepatitis Cases Are Traced To Frozen Imported Strawberries";"hepatitis cases tied to strawberries";4
39817;"5-Apr-97";"Terekhovo Journal;";"witch hunt in Russia";19
39828;"6-Apr-97";"THE RENT DEBATE: BATTLE;";"battle over laws on rent limits";14
39838;"7-Apr-97";"CLINTON TO PRESS ISRAELIS TO ASSIST THE PALESTINIANS";"Clinton want Israel to help Palestinians";19
39848;"8-Apr-97";"The Pulitzer Prizes";"Pullitzer prizes";28
39858;"9-Apr-97";"Clinton and the Laws of (Slow) Motion";"clinton recovering from knee surgery";20
39868;"11-Apr-97";"A Time to Negotiate, A Time for Courtship";"congress wants tax cuts";1
39878;"12-Apr-97";"DOW DROPS 148.36 AS REPORTS SHOW SIGNS OF INFLATION";"dow falls over inflation reports";15
39888;"13-Apr-97";"It's Not Easy Being a Mets Fan";"new york mets";29
39898;"15-Apr-97";"Stocks Bounce Back After a Big Selloff";"stocks rebound";15
39908;"16-Apr-97";"REPORT CRITICIZES SCIENTIFIC TESTING AT F.B.I. CRIME LAB";"FBI crime lab criticized in a report";12
39918;"17-Apr-97";"A Tarnished Case";"justice department criticizes FBI lab practices";12
39928;"18-Apr-97";"GINGRICH WILL GET A LOAN FROM DOLE TO PAY HOUSE FINE";"bob dole loaning gingrich money to pay an ethics fine";20
39938;"19-Apr-97";"Scientists Find A Key Weapon Used by H.I.V.";"research on HIV";3
39948;"20-Apr-97";"As Deadline Nears In Doorman Talks, Residents Scramble";"apartment worker strike talks";5
39958;"22-Apr-97";"Site of Fatal Fire Had Illegal Apartments";"Fatal fire in Queens, New York";27
39968;"23-Apr-97";"RESCUE IN PERU: THE OUTLOOK;";"Peru hostage crisis ends";19
39978;"25-Apr-97";"MERGER OF NYNEX AND BELL ATLANTIC CLEARS U.S. HURDLE";"bell atlantic merges with nynex";15
39988;"26-Apr-97";"Showing Off the Rose Garden";"clinton talks to japan's leader";19
39998;"27-Apr-97";"U.S. IS CONSIDERING CURBS ON MEXICANS TIED TO NARCOTICS";"US trying to stop Mexican drug traffickers";12
40008;"29-Apr-97";"United for a Cause";"volunteerism rally with clinton";20
40018;"30-Apr-97";"Sarajevo Orphans Return, to a Bleak Future";"Sarajevo orphans";19
40028;"1-May-97";"After Impasse, Senate Confirms Clinton's Choice for Labor Post";"Nominations:  Alexis Herman to Secretary of Labor";20
40038;"2-May-97";"U.S. ENERGY CHIEF REMOVES MANAGER FOR BROOKHAVEN";"Energy Chief removes manager of Brookhaven National Laboratory, citing health and safety concerns";7
40048;"3-May-97";"THE BUDGET BATTLE: THE OVERVIEW;";"Budget: accord reached on plan to balance budget by 2002";1
40058;"5-May-97";"ZAIRIAN FOES MEET BUT FAIL TO AGREE ON END TO CRISIS";"Zaire:  president and rebel leader to meet, fail to agree";19
40068;"6-May-97";"...This Just In . . . Times Square Loses Some Lights . . . For Now . . . . . . . .";"Times Square Lights to be replaced by digital version";28
40078;"7-May-97";"WELFARE CRUCIBLE -- A special report.;";"New York City welfare rolls shrinking";13
40088;"8-May-97";"EASTERN CONFERENCE SEMIFINAL: GAME 1";"Basketball Semifinals:  Knicks win";29
40098;"9-May-97";"Ghost in the Chess Machine: A Brain, or Just a Black Box?";"Chess:  man goes against machine";28
40108;"10-May-97";"Citing Security, U.S. Jails Iraqis It Used in Plot";"Group of CIA Iraqis detained, questions of espionage";16
40118;"11-May-97";"LEFT BEHIND -- A special report;";"despite booming economy, upstate New York has troubles";1
